% Device,CC1838007
% File name,CC1838007_20210702_212649
% Cast time (UTC),2021-07-02 21:26:49
% Cast time (local),2021-07-02 13:26:49
% Sample type,Cast
% Cast data,Processed
% Location source,GPS
% Default latitude,32
% Default altitude,0
% Start latitude,59.8482928
% Start longitude,-140.106656
% Start altitude,5.7369999885559082
% Start GPS horizontal error(Meter),8.5810003280639648
% Start GPS vertical error(Meter),19.21299934387207
% Start GPS number of satellites,8
% End latitude,59.8482463
% End longitude,-140.1061984
% End altitude,5.2829999923706055
% End GPS horizontal error(Meter),13.583000183105469
% End GPS vertical error(Meter),31.124000549316406
% End GPS number of satellites,8
% Cast duration (Seconds),156
% Samples per second,5
% Electronics calibration date,0001-01-01
% Conductivity calibration date,2018-09-19
% Temperature calibration date,2018-09-18
% Pressure calibration date,2018-09-17
% 
Pressure (Decibar),Depth (Meter),Temperature (Celsius),Conductivity (MicroSiemens per Centimeter),Specific conductance (MicroSiemens per Centimeter),Salinity (Practical Salinity Scale),Sound velocity (Meters per Second),Density (Kilograms per Cubic Meter)
0.15,0.15275486402327709,5.4710112073612009,168.85308837890625,277.07168500222707,0.12667020627190848,1428.435731711257,1000.0598694570135
0.44999999999999996,0.45826097879674488,4.8807387540844624,166.07752369264139,277.90063200820282,0.12653612573698386,1425.8068378073222,1000.072558759697
0.74999999999999989,0.76376511010698922,4.4429855423104785,160.74600726628597,272.97844343143976,0.12382060368811015,1423.8309349261031,1000.0767597238778
1.05,1.0692683506696312,4.34798203429896,160.12598941118966,272.80579159420665,0.12364924974909816,1423.4036182883624,1000.0787701223233
1.35,1.3747712775472802,4.4368643282500129,159.82591900890563,271.47239126200623,0.12310789009189721,1423.8115889477083,1000.0791930447555
1.65,1.6802740153586473,4.4859699634305548,160.21067959408779,271.67273078142961,0.12324707189135485,1424.0393032250001,1000.080387559993
1.9500000000000002,1.9857762245066672,4.3690706162248718,160.15352474480304,272.65678038910539,0.12359739737005182,1423.51355997077,1000.0830338649008
2.25,2.2912777542641329,4.2323070550890174,159.47570865680839,272.77304585688779,0.12352078266735167,1422.8951627335905,1000.0852152219122
2.55,2.5967786862557212,4.1545644423648858,159.65281218137162,273.80414565442453,0.12392779095754183,1422.5453570795828,1000.0873271380092
2.85,2.9022790078447032,4.1030106429194522,160.41118858402527,275.59208659234048,0.1247137940833541,1422.3152924836436,1000.0895912473153
3.15,3.2077787373636197,4.0805584397215906,161.0205847704359,276.85263524804833,0.12528114070663438,1422.2179523210814,1000.0915831524468
3.4499999999999997,3.5132774977716821,4.0188071547704629,165.59415263910228,285.32212188446192,0.12918542680391898,1421.9448613847032,1000.0963158736799
3.75,3.8187747671143288,3.9289567205344658,171.14019525502059,295.7939287412,0.13400180315560456,1421.5434882616369,1000.1017252231028
4.05,4.1242706960505879,3.8764864533413363,174.40238575761057,301.97992757777195,0.13684827496289437,1421.3106884603817,1000.1054716075761
4.35,4.4297657899025564,3.8339055190323355,175.23054344265722,303.86196439291444,0.13768564897983013,1421.120468731287,1000.1075724711039
4.6499999999999995,4.7352602052320565,3.7844706946096691,177.03428536396723,307.5170067259906,0.13934750453571182,1420.8995475705642,1000.1102938100042
4.9499999999999993,5.0407533650024643,3.80762501458082,183.74107965573938,318.91049602794374,0.14472405071783615,1421.0181291866356,1000.1161728598127
5.2499999999999991,5.3462451488140106,3.8438465640913244,186.90052114769725,323.98681766040175,0.1471505347484981,1421.1929013414035,1000.119682572117
5.55,5.6517356407299859,3.7825853847637618,192.59867700619719,334.57501199345091,0.15206522157940608,1420.9218407180276,1000.1250113096352
5.85,5.9572247987236544,3.7237089976314839,196.02339427597249,341.222288340507,0.15512826321361961,1420.658921335036,1000.1287962602372
6.1499999999999995,6.262712942315277,3.71887608939835,198.66580088429828,345.88018045322514,0.15731708375543971,1420.6442014225568,1000.1320329434618
6.4499999999999993,6.5682001022233116,3.6788965747520765,201.83545794775358,351.88846513265548,0.16010234105141302,1420.4678755635689,1000.1356168058779
6.7499999999999991,6.8736861048494,3.5816277453589374,206.33488272607096,360.95719348870085,0.16426305084959655,1420.0279625495825,1000.139990228701
7.0499999999999989,7.179171108366492,3.5227768422639358,208.12301159351119,364.83651774942655,0.16602077086084083,1419.7621356203013,1000.1425384432916
7.35,7.4846555127443288,3.49710734635739,208.63305978073944,366.06006575507348,0.16656554019013012,1419.6484104795666,1000.1442929458253
7.6499999999999995,7.79013944418492,3.4890669931732727,209.02053616342406,366.84342139654984,0.16692433553506053,1419.6162376210489,1000.1460148158694
7.9499999999999993,8.0956229359491338,3.4986200012189594,209.04911791858325,366.77059785639034,0.16690088292737534,1419.6652362414645,1000.1475515379802
8.25,8.40110606174622,3.5126234796725524,208.61642033424536,365.83168238267143,0.16647412705518169,1419.734341476174,1000.1487907707027
8.5499999999999989,8.70658880841183,3.5273233985367511,208.75983677700086,365.8945388260799,0.16652103809787372,1419.8072888615948,1000.1504137000945
8.85,9.0120710870706713,3.5356797655434677,209.22821846169188,366.6080853527323,0.16686726057308185,1419.8511919705045,1000.1522348957966
9.1499999999999986,9.3175528533379737,3.524286919791761,209.90821783962457,367.94647738236426,0.16748404512756809,1419.8038441401243,1000.1541484683651
9.45,9.6230341461701325,3.4719732389915468,210.25779145641718,369.23642364287423,0.16802684084948882,1419.5663891368238,1000.1557145867371
9.75,9.9285150432003011,3.4459522540991459,210.2733283239304,369.60149276357828,0.16816558694310776,1419.450341881929,1000.1571198221743
10.049999999999999,10.233995564971885,3.4385201619691563,210.23142780822874,369.62441542470151,0.16816610840892426,1419.4204719185216,1000.1585514279517
10.35,10.539475781901873,3.4279358263164097,209.48290288825282,368.44550404241727,0.16759546085887767,1419.3751752743306,1000.1594955711055
10.649999999999999,10.844955724595369,3.4273718916995679,209.10288158239143,367.7844057815397,0.16728182817430751,1419.3768112037624,1000.1607267760758
10.95,11.150435390946994,3.4358780602258334,208.26083612461414,366.19378463279327,0.16654099720041393,1419.4200504593175,1000.1616847084495
11.25,11.455914744609391,3.4497098266463921,208.15312747316139,365.82645085223731,0.16638398886695183,1419.4888155964186,1000.1631539259297
11.549999999999999,11.761393700058802,3.4477476566379668,208.20855329170564,365.94910044332187,0.16643845953063383,1419.4844460441025,1000.1646718864995
11.85,12.066872280265285,3.4302090001244911,208.057496907908,365.90919346916672,0.16639679172921851,1419.4075310938579,1000.1659906987474
12.149999999999999,12.372350478128221,3.4232465066502726,208.21329675630409,366.27289691835136,0.16655872162874477,1419.3800467427766,1000.167555162908
12.45,12.677828303897044,3.4300864156239808,207.81888299042819,365.4911208363751,0.16619750614284098,1419.4160498084784,1000.1688068656827
12.75,12.98330582661356,3.4242901429248187,207.2932365770713,364.64100868437924,0.16578831517188863,1419.3932261822904,1000.169919234121
13.049999999999999,13.288783028417448,3.4219777516040759,207.12893281109149,364.38163209701611,0.16566214280393229,1419.3869806182495,1000.1712878956319
13.35,13.594259845819035,3.4207232326297854,207.19596108979772,364.5156377511118,0.16572283596966947,1419.3859043216492,1000.1728160166175
13.649999999999999,13.899736253999187,3.427826101200758,207.21658265437071,364.46083129377615,0.16570489094556573,1419.4235912768368,1000.1743472078241
13.95,14.205212313263377,3.4202765556681518,206.73294759151804,363.70678375803334,0.16533889670120272,1419.3926689287273,1000.1754804370758
14.249999999999998,14.510688073868026,3.409233327607053,206.3757549203026,363.21950779247919,0.16509440502196834,1419.3456489265416,1000.1766825391397
14.549999999999999,14.816163522571765,3.4015724835350429,206.02546646761533,362.70080923697515,0.1648393347217349,1419.314340780991,1000.1779024815257
