% Device,CC1838007
% File name,CC1838007_20210702_211525
% Cast time (UTC),2021-07-02 21:15:25
% Cast time (local),2021-07-02 13:15:25
% Sample type,Cast
% Cast data,Processed
% Location source,GPS
% Default latitude,32
% Default altitude,0
% Start latitude,59.8454262
% Start longitude,-140.0862289
% Start altitude,15.258000373840332
% Start GPS horizontal error(Meter),27.844999313354492
% Start GPS vertical error(Meter),64.845001220703125
% Start GPS number of satellites,8
% End latitude,59.8453059
% End longitude,-140.0860527
% End altitude,-28.452999114990234
% End GPS horizontal error(Meter),49.078998565673828
% End GPS vertical error(Meter),119.20500183105469
% End GPS number of satellites,8
% Cast duration (Seconds),80.2
% Samples per second,5
% Electronics calibration date,0001-01-01
% Conductivity calibration date,2018-09-19
% Temperature calibration date,2018-09-18
% Pressure calibration date,2018-09-17
% 
Pressure (Decibar),Depth (Meter),Temperature (Celsius),Conductivity (MicroSiemens per Centimeter),Specific conductance (MicroSiemens per Centimeter),Salinity (Practical Salinity Scale),Sound velocity (Meters per Second),Density (Kilograms per Cubic Meter)
0.15,0.15276508771456132,7.3354276670770773,188.4051208496094,291.32925469459246,0.13489813013937843,1436.5239699098077,999.99616224059957
0.44999999999999996,0.45828192719290534,5.8475151036364243,175.78975282769466,284.93340912080771,0.13069547180352323,1430.1061689305429,1000.0545522736584
0.74999999999999989,0.76379084210903692,5.7010615428402538,171.46643674088637,279.25164167633449,0.12789189755245536,1429.4631072512195,1000.0579263975989
1.05,1.0692983857332916,5.5387980455585817,171.21631069027532,280.325883217228,0.12825883104969091,1428.752016372647,1000.0639095029087
1.35,1.3748041883704905,5.3738520437321595,171.19112071640606,281.80673374902483,0.12881219053052165,1428.0264739388188,1000.0697040669658
1.65,1.6803087666881547,5.3261651580867326,171.11270871402795,282.12058435683764,0.12891733107916309,1427.8194549615121,1000.0723046698082
1.9500000000000002,1.9858124692527222,5.2536232685232136,171.61577139643842,283.62845976037636,0.12956223202017286,1427.5022524831506,1000.0758172387976
2.25,2.2913149616149528,5.0981820534435114,171.43000150812586,284.78464447408822,0.12996610367534753,1426.8140040329683,1000.0806075451383
2.55,2.5968164384975156,5.05352845691215,171.18448366499962,284.79931052093838,0.12993176789693553,1426.618971242495,1000.082845289872
2.85,2.9023169712924548,4.9054895841542443,171.21735078389128,286.26408255595436,0.13048426134421484,1425.9608410398739,1000.0871682425034
3.15,3.2078161783804919,4.7183836047270278,171.47869913032181,288.50610014847223,0.13136268926764741,1425.124675687905,1000.0919045703026
3.4499999999999997,3.5133142044602974,4.5967346037341166,171.7521654033313,290.15391005611468,0.13202054905308355,1424.580779210537,1000.0952802103735
3.75,3.8188113516328439,4.4986351011329111,171.83904988701949,291.2661031567863,0.13244770357573618,1424.1417867573152,1000.098038649295
4.05,4.12430773463488,4.3638548078337651,171.38141213440048,291.82376301744773,0.13257705806782572,1423.5345951844597,1000.1006631030557
4.35,4.42980337080668,4.1710476459828438,170.76106017769686,292.68928262371207,0.1327907564203096,1422.6605956764513,1000.1033080356026
4.6499999999999995,4.7352982816517786,4.1115665137340072,171.74072284458828,294.969909577978,0.13380021716669518,1422.3946500329446,1000.1057917217197
4.9499999999999993,5.0407924066378635,4.06050311563282,173.71903504566279,298.89199501197265,0.1355882287449976,1422.1679226072627,1000.10883301344
5.2499999999999991,5.3462857209176278,4.0371978586599564,175.33343868488765,301.91177457675514,0.13698123690839897,1422.0676658602704,1000.1114794129646
5.55,5.65177839828623,4.0159879086765615,175.83245554887961,302.99236424809266,0.13746585940549963,1421.9757520287312,1000.1133828048393
5.85,5.957270568586833,3.9900351220804069,176.14811766301597,303.80804459400582,0.13782103837863249,1421.8618536649651,1000.11517906943
6.1499999999999995,6.262762163761499,3.9455688168226666,177.22767173841547,306.13955604046345,0.13886846233814648,1421.6637747835491,1000.1175280892481
6.4499999999999993,6.5682531134472644,3.9098759179523581,178.24514233373196,308.27725245103164,0.1398338668210278,1421.5057124043935,1000.1197850769058
6.7499999999999991,6.87374347653763,3.8380762407086566,178.7377827754095,309.89893584353962,0.14051794973524129,1421.1809206940686,1000.1217485023743
7.0499999999999989,7.1792333115347846,3.7898205563955791,179.23832780316286,311.2876779694717,0.14111728291832351,1420.9640379408297,1000.1236224540106
7.35,7.4847226653265482,3.7188555578696461,179.46415260837293,312.45004218003305,0.14158509303091005,1420.6418721691796,1000.1252788856936
7.6499999999999995,7.7902115930857958,3.6836696517274063,179.53227054386935,312.9520607434855,0.1417814482992118,1420.484244420117,1000.1267915926991
7.9499999999999993,8.09570011400624,3.6475679523721363,179.65816668157632,313.56617598440829,0.14202921598765506,1420.3223124696874,1000.1283223581122
8.25,8.4011882174321588,3.6224300657437323,179.86182737595735,314.19733922456487,0.14229690928668054,1420.2110217372351,1000.129904843825
8.5499999999999989,8.7066758044532353,3.6178763639782869,180.91809666929527,316.0928057139476,0.14318087858621478,1420.1958010759863,1000.1320832598352
8.85,9.0121627893433729,3.6147369759364905,181.9181201446313,317.87487737108154,0.14401333570904165,1420.187057552457,1000.1342270734111
9.1499999999999986,9.3176490101941987,3.5906918949004942,184.63017759608698,322.88511637771535,0.1463388810350722,1420.0834835375288,1000.1374656568441
9.45,9.6231343632905961,3.55529622168342,186.76695563004918,327.02682224012085,0.14824402141474646,1419.9266676504635,1000.140288605587
9.75,9.92861893739783,3.5505712058167092,188.545178927801,330.19510812692255,0.14972705408462791,1419.9114181615375,1000.1429459978173
10.049999999999999,10.234102844487701,3.5504822997488006,189.45120777061382,331.7828500786494,0.15047263922133519,1419.9166802412613,1000.1450357894599
10.35,10.539586087274955,3.5468272142669139,191.19725580651729,334.88354830368365,0.151925850577437,1419.9063500220439,1000.1476754288756
10.649999999999999,10.845068835883874,3.53543005497875,190.47509743312156,333.75193061071144,0.151379487997617,1419.8574411723087,1000.1486512646115
10.95,11.150551284709366,3.5300551137690714,190.31672839251624,333.53726032703366,0.1512714263548868,1419.8370425625412,1000.1500180201518
11.25,11.456033403533942,3.54529191983697,189.78219091640946,332.42292888328143,0.15076419805685673,1419.911718152614,1000.1511917239842
11.549999999999999,11.761515158252427,3.5603124068982583,189.87995102900953,332.41924724735725,0.15077897387819667,1419.9860628947292,1000.1527818073146
11.85,12.066996539837518,3.5764584897969782,189.4425490584328,331.46610719112016,0.15034850542380976,1420.0650057769838,1000.1540146275299
12.149999999999999,12.372477789132223,3.575169683988499,187.22842415067902,327.60684577069821,0.1485317497050957,1420.0612892638935,1000.1540276615918
12.45,12.677958989633297,3.6492464588981726,185.84090769512574,324.33821245829904,0.14707863815795483,1420.4070294105984,1000.1547137412156
12.75,12.98344002676895,3.7099128019439789,184.69664152866326,321.66005310221152,0.14588706011805,1420.6905823974769,1000.1554769988403
13.106738322757069,13.346695975277077,3.7835007485631209,181.77406185560656,315.76086495434504,0.14319529755831476,1421.0322256609913,1000.155281034707
