% Device,CC1838007
% File name,CC1838007_20210630_213940
% Cast time (UTC),2021-06-30 21:39:40
% Cast time (local),2021-06-30 13:39:40
% Sample type,Cast
% Cast data,Processed
% Location source,GPS
% Default latitude,32
% Default altitude,0
% Start latitude,59.7278302
% Start longitude,-140.5518157
% Start altitude,-12.829999923706055
% Start GPS horizontal error(Meter),14.206000328063965
% Start GPS vertical error(Meter),20.655000686645508
% Start GPS number of satellites,7
% End latitude,59.7277038
% End longitude,-140.5520584
% End altitude,-13.366999626159668
% End GPS horizontal error(Meter),22.205999374389648
% End GPS vertical error(Meter),36.011001586914062
% End GPS number of satellites,6
% Cast duration (Seconds),43.2
% Samples per second,5
% Electronics calibration date,0001-01-01
% Conductivity calibration date,2018-09-19
% Temperature calibration date,2018-09-18
% Pressure calibration date,2018-09-17
% 
Pressure (Decibar),Depth (Meter),Temperature (Celsius),Conductivity (MicroSiemens per Centimeter),Specific conductance (MicroSiemens per Centimeter),Salinity (Practical Salinity Scale),Sound velocity (Meters per Second),Density (Kilograms per Cubic Meter)
0.15,0.15276538447374849,5.1294981148666,49.833637480297121,82.699083287597219,0.036751588177568427,1426.7980811246221,999.99484471211736
0.44999999999999996,0.458298762721479,3.2946085001805252,46.127413645383037,81.512726435300792,0.035026831157713427,1418.422399293413,1000.0017938755761
0.74999999999999989,0.76383157213570307,2.5640691224138643,45.465718681705837,82.472799062775451,0.034937642127852921,1414.9890479602223,999.99080761838559
1.05,1.0693680403718751,2.0675213778755177,44.237335094700065,81.716634628501367,0.03423610480069398,1412.6221702780331,999.97822347496083
1.35,1.3749086556721142,1.6192731447049551,44.068870774454709,82.776247373269811,0.034365487972981348,1410.4632462384877,999.96404195504908
1.65,1.6804518784042584,1.5161973091515804,44.146146343084787,83.243735571104224,0.034492629554536261,1409.9672932622095,999.96153596259842
1.9500000000000002,1.9859951212932812,1.542253396263737,44.438464021930784,83.712681358445309,0.034720545166762935,1410.0989429676265,999.96428958179092
2.25,2.2915379581317574,1.5110113855195313,44.480368956050143,83.89036598646247,0.034774783808778575,1409.9517282667878,999.96457331174372
2.55,2.5970807701738408,1.4781857161304031,44.60322291474909,84.226357864800732,0.034897897320310366,1409.796786139806,999.96483144753245
2.85,2.9026233160564461,1.4852738478825742,44.697117580617878,84.381075002913917,0.034971808078684538,1409.8360298980908,999.96669501814608
3.15,3.2081651878994184,1.5186955062857375,44.791147655293052,84.452019226730414,0.035029134443877577,1410.0033679006044,999.96962294423474
3.4499999999999997,3.5137064289884572,1.5201658537161018,44.8087319471797,84.480489666509641,0.035042684909271281,1410.0151763230572,999.9712032013166
3.7267710486123722,3.7955884132258526,1.6753644772617655,45.130885244327608,84.592818371418,0.035212722478441413,1410.7731719644185,999.97884278733113
